q,v,viable
2.4837470287382173,1.9538176695534926,1.0
2.7383138251079293,-1.0324931649103029,1.0
3.819872702785693,0.5575074092596406,1.0
3.3797895368352053,-3.4121921979266645,1.0
3.833784558679427,-4.6784441035781015,1.0
3.31489887070814,2.2557161510013053,1.0
2.790419523563001,-1.4363536091532438,1.0
2.531489554698843,2.832592538300208,1.0
3.1239134118779774,-2.296633167036579,1.0
2.5409108424652063,4.238228887041316,1.0
3.4896363556330017,-1.9702909616335358,1.0
3.00560651759478,2.737808576531272,1.0
3.8223182469272867,-0.07715087460415937,1.0
3.111385127110456,1.558328094737396,1.0
3.713355772985166,-2.4689487450505077,1.0
2.828745578597615,0.7198713068886029,1.0
3.4459364726349317,-3.8267359975981474,1.0
3.5570496941886223,-4.070194018689428,1.0
2.838233705183051,-2.0728863356707894,1.0
3.681558077753383,-1.7194981156579736,1.0
3.642151566758641,1.2457168009674255,1.0
3.1333122145793815,-1.2806336836544467,1.0
3.722602715423191,0.7354097323810862,1.0
2.6103219850634005,-0.8968479995648195,1.0
2.6074306383917247,2.6711193218304263,1.0
2.961995556941552,1.6494126434782075,1.0
2.4162449823287124,4.815581500904795,1.0
2.790326673208038,0.014047171153524829,1.0
2.9816134097177036,0.7111220141833208,1.0
2.425278765389546,3.1523403107129706,1.0
2.788743251782882,1.0887449126789974,1.0
3.72478530024705,1.1088561743608913,1.0
3.6677491879279387,-4.581894403168323,1.0
3.704470397792136,0.10545151871152747,1.0
3.3541532295118657,-1.5277704641372143,1.0
2.975648235889408,-1.3951612352156424,1.0
3.28114946999104,2.236963600893599,1.0
2.3916015468283356,2.073152601467614,1.0
3.2015435837798405,2.1925888216716984,1.0
2.9108068802863496,-1.8075360189259815,1.0
3.566704819063636,-4.274621613797731,1.0
3.8186763204992396,-1.6248615986078576,1.0
3.6183850825932216,-3.7958461389552323,1.0
3.7751365571443634,-3.5382605887135217,1.0
2.6608058139687305,2.856035033387002,1.0
3.2672077647272566,-3.2785418828024753,1.0
2.502458084142072,2.945422735713823,1.0
3.1893037555962884,-3.0885959514118078,1.0
3.3261730902803666,0.790692964546114,1.0
2.7147223941939673,0.9863637666731115,1.0
2.8578631499515055,1.8919682399366184,1.0
3.889316761874767,-3.4303904611586606,1.0
2.5599605058234554,1.800201474049988,1.0
3.255286077230684,-1.9656627448287995,1.0
3.1336584268758183,0.6456507833569631,1.0
3.1625999722026235,-2.1384209388543347,1.0
3.646789912332159,-3.2004978258152894,1.0
3.755023839922032,-4.802957212586721,1.0
2.748860451678735,1.8818634367154647,1.0
3.045726932930073,2.9770343430537913,1.0
3.4991866073548934,-2.6939937397381613,1.0
3.0436726207534655,3.1853367391949234,1.0
3.415146525744579,-3.082594364015563,1.0
3.2800264978963103,-2.104035897670464,1.0
3.159992025575553,0.5031486699169481,1.0
