q1,q2,v1,v2,viable
2.5132741228718345,2.5918139392115793,0.0,0.0,1.0
2.5132741228718345,2.5918139392115793,0.0,1.0,1.0
2.5132741228718345,2.5918139392115793,0.0,2.0,1.0
2.5132741228718345,2.5918139392115793,0.0,3.0,1.0
2.5132741228718345,2.5918139392115793,0.0,4.0,1.0
2.5132741228718345,2.5918139392115793,0.0,5.0,1.0
2.5132741228718345,2.5918139392115793,0.0,6.0,1.0
2.5132741228718345,2.5918139392115793,0.0,7.0,1.0
2.5132741228718345,2.670353755551324,0.0,0.0,1.0
2.5132741228718345,2.670353755551324,0.0,1.0,1.0
2.5132741228718345,2.670353755551324,0.0,2.0,1.0
2.5132741228718345,2.670353755551324,0.0,3.0,1.0
2.5132741228718345,2.670353755551324,0.0,4.0,1.0
2.5132741228718345,2.670353755551324,0.0,5.0,1.0
2.5132741228718345,2.670353755551324,0.0,6.0,1.0
2.5132741228718345,2.670353755551324,0.0,7.0,1.0
2.5132741228718345,2.748893571891069,0.0,-1.0,1.0
2.5132741228718345,2.748893571891069,0.0,0.0,1.0
2.5132741228718345,2.748893571891069,0.0,1.0,1.0
2.5132741228718345,2.748893571891069,0.0,2.0,1.0
2.5132741228718345,2.748893571891069,0.0,3.0,1.0
2.5132741228718345,2.748893571891069,0.0,4.0,1.0
2.5132741228718345,2.748893571891069,0.0,5.0,1.0
2.5132741228718345,2.748893571891069,0.0,6.0,1.0
2.5132741228718345,2.748893571891069,0.0,7.0,1.0
2.5132741228718345,2.827433388230814,0.0,-1.0,1.0
2.5132741228718345,2.827433388230814,0.0,0.0,1.0
2.5132741228718345,2.827433388230814,0.0,1.0,1.0
2.5132741228718345,2.827433388230814,0.0,2.0,1.0
2.5132741228718345,2.827433388230814,0.0,3.0,1.0
2.5132741228718345,2.827433388230814,0.0,4.0,1.0
2.5132741228718345,2.827433388230814,0.0,5.0,1.0
2.5132741228718345,2.827433388230814,0.0,6.0,1.0
2.5132741228718345,2.9059732045705586,0.0,-1.0,1.0
2.5132741228718345,2.9059732045705586,0.0,0.0,1.0
2.5132741228718345,2.9059732045705586,0.0,1.0,1.0
2.5132741228718345,2.9059732045705586,0.0,2.0,1.0
2.5132741228718345,2.9059732045705586,0.0,3.0,1.0
2.5132741228718345,2.9059732045705586,0.0,4.0,1.0
2.5132741228718345,2.9059732045705586,0.0,5.0,1.0
2.5132741228718345,2.9059732045705586,0.0,6.0,1.0
2.5132741228718345,2.9845130209103035,0.0,-1.0,1.0
2.5132741228718345,2.9845130209103035,0.0,0.0,1.0
2.5132741228718345,2.9845130209103035,0.0,1.0,1.0
2.5132741228718345,2.9845130209103035,0.0,2.0,1.0
2.5132741228718345,2.9845130209103035,0.0,3.0,1.0
2.5132741228718345,2.9845130209103035,0.0,4.0,1.0
2.5132741228718345,2.9845130209103035,0.0,5.0,1.0
2.5132741228718345,3.0630528372500483,0.0,-1.0,1.0
2.5132741228718345,3.0630528372500483,0.0,0.0,1.0
2.5132741228718345,3.0630528372500483,0.0,1.0,1.0
2.5132741228718345,3.0630528372500483,0.0,2.0,1.0
2.5132741228718345,3.0630528372500483,0.0,3.0,1.0
2.5132741228718345,3.0630528372500483,0.0,4.0,1.0
2.5132741228718345,3.141592653589793,0.0,-2.0,1.0
2.5132741228718345,3.141592653589793,0.0,-1.0,1.0
2.5132741228718345,3.141592653589793,0.0,0.0,1.0
2.5132741228718345,3.141592653589793,0.0,1.0,1.0
2.5132741228718345,3.141592653589793,0.0,2.0,1.0
2.5132741228718345,3.141592653589793,0.0,3.0,1.0
2.5132741228718345,3.141592653589793,0.0,4.0,1.0
2.5132741228718345,3.220132469929538,0.0,-2.0,1.0
2.5132741228718345,3.220132469929538,0.0,-1.0,1.0
2.5132741228718345,3.220132469929538,0.0,0.0,1.0
2.5132741228718345,3.220132469929538,0.0,1.0,1.0
2.5132741228718345,3.220132469929538,0.0,2.0,1.0
2.5132741228718345,3.220132469929538,0.0,3.0,1.0
2.5132741228718345,3.2986722862692828,0.0,-2.0,1.0
2.5132741228718345,3.2986722862692828,0.0,-1.0,1.0
2.5132741228718345,3.2986722862692828,0.0,0.0,1.0
2.5132741228718345,3.2986722862692828,0.0,1.0,1.0
2.5132741228718345,3.2986722862692828,0.0,2.0,1.0
2.5132741228718345,3.2986722862692828,0.0,3.0,1.0
2.5132741228718345,3.3772121026090276,0.0,-3.0,1.0
2.5132741228718345,3.3772121026090276,0.0,-2.0,1.0
2.5132741228718345,3.3772121026090276,0.0,-1.0,1.0
2.5132741228718345,3.3772121026090276,0.0,0.0,1.0
2.5132741228718345,3.3772121026090276,0.0,1.0,1.0
2.5132741228718345,3.3772121026090276,0.0,2.0,1.0
2.5132741228718345,3.4557519189487724,0.0,-3.0,1.0
2.5132741228718345,3.4557519189487724,0.0,-2.0,1.0
2.5132741228718345,3.4557519189487724,0.0,-1.0,1.0
2.5132741228718345,3.4557519189487724,0.0,0.0,1.0
2.5132741228718345,3.4557519189487724,0.0,1.0,1.0
2.5132741228718345,3.4557519189487724,0.0,2.0,1.0
2.5132741228718345,3.5342917352885173,0.0,-4.0,1.0
2.5132741228718345,3.5342917352885173,0.0,-3.0,1.0
2.5132741228718345,3.5342917352885173,0.0,-2.0,1.0
2.5132741228718345,3.5342917352885173,0.0,-1.0,1.0
2.5132741228718345,3.5342917352885173,0.0,0.0,1.0
2.5132741228718345,3.5342917352885173,0.0,1.0,1.0
2.5132741228718345,3.612831551628262,0.0,-5.0,1.0
2.5132741228718345,3.612831551628262,0.0,-4.0,1.0
2.5132741228718345,3.612831551628262,0.0,-3.0,1.0
2.5132741228718345,3.612831551628262,0.0,-2.0,1.0
2.5132741228718345,3.612831551628262,0.0,-1.0,1.0
2.5132741228718345,3.612831551628262,0.0,0.0,1.0
2.5132741228718345,3.612831551628262,0.0,1.0,1.0
2.5132741228718345,3.691371367968007,0.0,-5.0,1.0
2.5132741228718345,3.691371367968007,0.0,-4.0,1.0
2.5132741228718345,3.691371367968007,0.0,-3.0,1.0
2.5132741228718345,3.691371367968007,0.0,-2.0,1.0
2.5132741228718345,3.691371367968007,0.0,-1.0,1.0
2.5132741228718345,3.691371367968007,0.0,0.0,1.0
2.5132741228718345,3.691371367968007,0.0,1.0,1.0
2.5132741228718345,3.7699111843077517,0.0,-5.0,1.0
2.5132741228718345,3.7699111843077517,0.0,-4.0,1.0
2.5132741228718345,3.7699111843077517,0.0,-3.0,1.0
2.5132741228718345,3.7699111843077517,0.0,-2.0,1.0
2.5132741228718345,3.7699111843077517,0.0,-1.0,1.0
2.5132741228718345,3.7699111843077517,0.0,0.0,1.0
2.5132741228718345,3.7699111843077517,0.0,1.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-6.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-5.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-4.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-3.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-2.0,1.0
2.5132741228718345,3.8484510006474966,0.0,-1.0,1.0
2.5132741228718345,3.8484510006474966,0.0,0.0,1.0
