0,1,2,3
3.4840858433208726,3.064673691103115,3.1696894742881705,2.942872013513778
3.1115230676820587,7.568726355002642,3.5232941813839105,-0.7260014313955274
2.465703159873079,-9.013075119745395,3.4076597529411137,-2.7987569013941087
3.3743108555922645,6.354593952198947,3.041923341760214,-5.665604733017271
3.5125940628138594,4.213413405367412,2.5353188436586294,1.4566952220621125
3.710738292081439,-0.6952503192637138,3.3576204120167947,-1.11310727570741
3.8590076873111334,-8.94048417661472,2.517428177570331,4.782375596577053
2.4958822761377912,-4.094490812042267,2.8924562166916314,3.703460097223841
3.1343656576787415,8.02235020437951,3.622552733071402,-3.61327316432011
2.4743696693091444,-3.9257178428523254,3.2690299622027332,6.25118199500686
3.537838438893966,-3.6404404274655793,3.390706997161483,-3.47788208819731
3.034725187367825,8.421330773073372,3.5659592191898017,-1.0329548614557034
2.936964760270341,9.895096690151163,2.9609496719591624,1.0096465210336607
2.836079082612935,6.5144498933002595,3.6884018436663726,-7.572146520138212
3.401539822922057,-4.920048338191922,3.0515914291431465,-3.1257802080344916
2.9459993229111685,6.19571469735024,3.7153481831522646,-4.967360942708523
3.7639149591374403,-8.004095148431842,2.829523721513676,-2.0147933529266204
2.9507284218713647,-1.9465007580299591,3.193278847948387,5.154945158283306
3.5838692325459736,5.164415758043162,2.938526315141504,4.903705964994609
3.4651677008428647,7.905747496233381,3.5725375784544964,-6.275621715258996
3.611511418125585,3.5024444226123475,3.4877512756643894,-5.689004851731316
3.007113954396903,8.756107017302234,3.435017792551378,-8.985810742451427
3.113414899032389,-0.7616428585035848,2.831244862064099,7.888097979655196
2.45621611654304,6.973911624242259,3.567201873162414,-7.262132183016927
3.300143695766275,1.7387963156565007,2.703249921287281,-0.35590036186022367
3.693074276131482,6.545864834895056,2.9289896337950045,-5.33846844592619
2.6909415184685277,1.9414831569775792,2.827518583384093,0.11623306234351638
3.7227546055132708,5.268562093195063,3.1622186245609942,-8.066017767082341
3.77116056686337,-0.35394664553554733,3.3272863606374496,-3.598553900817003
3.557052605077695,-8.202347460893684,3.3774503919963648,-1.38250504985991
3.2030861614966275,2.9994797693725754,3.620245803393159,-3.0228256497480004
3.1108797750315196,-0.7985594385317807,3.612044436226509,-1.5083410154234418
3.3162767893500065,1.900724975330185,3.6132121788374825,-4.136721098902787
3.0534081570219516,0.27631807354197235,3.657032189031745,-2.0334681231056244
2.6709192881614205,7.072473678784956,3.4034172959123823,-8.061920192905664
3.5847077995941716,5.6498531041382165,3.5041238625423117,-8.685317554039067
3.8659190597153907,-6.727203817917933,2.8771946686081153,7.488579370808221
2.5812190655592566,3.519191554806662,3.801030222293964,-3.8921217530268155
2.4888945877551496,-7.9147436666183495,3.535616273328169,-4.088434195858001
2.8318207042657257,-8.986176424057351,3.3285499398090033,-2.4591315447273487
3.091267934066033,2.833916657540394,3.699474028225133,-5.9327258419384465
2.9850933876472556,-5.37009347240973,3.4726926348582774,-5.367675283358073
3.4238034395251944,-5.8710655377582555,3.3618292716595928,3.266353660487759
3.32837098785945,0.24439849607825437,2.6900261529280867,0.13191369135310538
3.3749267153632507,9.420918204643986,3.5639035785051965,-7.555685081224155
3.035314057852671,5.33409414573887,3.570308222849616,-8.10723320516914
3.373289044687563,-5.120032657709171,3.1494334087219236,5.658977234959311
2.548398824970058,0.4559546063352027,2.9215187120598123,-0.34633088548808466
3.22014430397974,-2.4558470334140603,2.6196276872639115,8.345816184896272
3.751881009156005,9.205130683533234,3.025547808096967,-7.449071428824984
3.394664966139782,0.7044051448638449,2.5697165494519054,2.2536294582426635
3.1927111452891013,-4.066221809780039,2.7193103429901777,8.810137109709931
2.4136988496470813,1.7020217269021582,3.48473930425782,3.650072832717905
2.838798360212197,-2.4205712240636608,3.77435988799086,-3.822293788739759
2.6585520132575264,-1.1352885392536578,3.3994601600354253,3.2834408137739235
3.774471464206749,-4.3026302693418454,2.526520261416565,6.839508070145104
3.299790620448155,0.8621849911318549,2.820170644894794,-1.6212872850763596
2.7418823325729282,0.3512546696305492,2.7983611366215366,3.172142331279426
2.663162644524441,6.729684391373194,3.706773456855254,-1.4482050753736946
3.6231470722179133,-7.4989997371644,3.3264787750271516,4.259113893125836
3.9004461826911347,-3.37583302719821,2.6097993072247316,6.722605609304299
3.779351907136353,3.5469266822815975,2.963825514727326,4.851333752569822
3.1369338892936054,-8.224598916790393,3.506675515461186,-2.5230779412445266
2.417754572176297,3.2370157802148665,3.699788033226299,1.576943344006894
3.835373977034478,-1.2835060155947549,3.0474767258728246,-5.260178045219983
2.886588577953637,-4.246617647526532,3.006959603581476,-1.7025966209101835
2.923883135967674,-5.017467531284763,3.4355168102225675,2.8375494452765224
3.2794150292121524,-5.897034528280769,3.287415480790268,4.420111581543367
3.0713421411497435,6.905684975408814,3.6402447593153617,-3.5423480202321738
3.040601272302239,-8.937782051504943,2.7001107830097144,2.9902989060225593
3.6933620532875437,5.2439342456423255,3.109168775841794,-7.2731508237015525
3.8697738436867644,-8.52964085024199,2.8997577698846824,-2.1105255228094695
3.5593198964896793,5.240080312909846,2.9128566822714284,5.136878090825352
2.574050830838285,-8.449300137436337,3.5183536779456217,-3.9939494423042587
2.992278193854869,-6.7375662785292345,3.3680053513791197,-3.968788014223077
3.1045279129173085,-6.971343649891859,3.6216560282155936,-3.605676641915667
2.9662373632587875,-7.851807207609356,2.8283741838660625,9.987153601904474
2.9568508374207934,7.676314586005411,2.7402813782925386,-1.282860441955867
3.2210559425705436,-6.8594461305953764,2.6177835053012397,8.164660355173815
3.1533352231920335,6.858165091434113,3.3565016653172584,-8.992914507224674
3.775767983109545,-7.475220727615479,2.552900552369358,6.85961550898438
3.5527046093807186,-0.35809427988045606,3.471866248114922,-5.558785200431404
2.4332845569050496,8.133124198311638,3.7673385756702764,-4.569275136172153
